,Household No.,HHLD Visit,Meal,Dish List
43,11107,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', 'Milk']"
44,11107,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Food', nan, nan, nan, nan]"
45,11108,First WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
46,11108,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
47,11108,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Water']"
48,11111,Third WE,Breakfast,"['Sauteed Noodles', nan, nan, nan]"
49,11112,First WD,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Water']"
50,11112,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
51,11112,Third WE,Breakfast,"['Coffee', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
52,20004,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, 'Sweets']"
53,20004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Sweets']"
54,20004,Third WE,Breakfast,"['Boiled Seafood', 'Boiled Rice']"
55,20006,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
56,20006,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
57,20006,Third WE,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
58,20007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
59,20007,Second WD,Breakfast,"['Fried Egg', nan, 'Water', 'Boiled Rice']"
60,20007,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
61,20008,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Raw Fruit']"
62,20008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
63,20008,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
64,20009,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
65,20009,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
66,20009,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
67,20101,First WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
68,20101,Second WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Egg', nan]"
69,20101,Third WE,Breakfast,"['Milk', 'Boiled Rice', 'Braised Chicken', nan]"
70,20104,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk', nan, 'Biscuit']"
71,20104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan]"
72,20104,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice']"
73,20106,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
74,20106,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
75,20106,Third WE,Breakfast,"['Boiled Vegetable', 'Boiled Rice', 'Water']"
76,20107,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
77,20107,Second WD,Breakfast,"['Canned Processed Meat', nan, 'Boiled Rice']"
78,20107,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan, nan]"
79,20109,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', 'Fermented Fish']"
80,20109,Second WD,Breakfast,"['Stir-fried Leafy Vegetable', nan, 'Boiled Rice', 'Water']"
81,20109,Third WE,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable']"
82,20110,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
83,20110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan]"
84,20110,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Fried Fish', nan, 'Water']"
85,21004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
86,21004,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Vegetable', 'Fried Processed Meat', nan]"
87,21004,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk', nan]"
88,21005,First WD,Breakfast,"['Boiled Vegetable', nan, 'Fried Fish', nan, 'Boiled Rice', 'Milk']"
89,21005,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
90,21005,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Milk']"
91,21006,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
92,21006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
93,21006,Third WE,Breakfast,"['Boiled Rice', 'Roasted Pork']"
94,21010,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
95,21101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
96,21101,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
97,21101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
98,21102,First WD,Breakfast,"['Boiled Noodles', nan, 'Fried Egg', nan, 'Boiled Rice']"
99,21102,Second WD,Breakfast,"['Boiled Others', nan, 'Boiled Rice', 'Fried Fish', nan]"
100,21103,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
101,21103,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
102,21103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', nan, 'Water']"
103,21105,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
104,21105,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
105,21105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan]"
106,21106,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
107,21106,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
108,21106,Third WE,Breakfast,"['Boiled Rice', 'Roasted Others', nan, nan, nan]"
109,21108,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
110,21108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
111,21108,Third WE,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Water']"
112,21109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
113,21109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
114,21109,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Milk']"
115,21111,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
116,21111,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
117,21111,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Fried Egg', nan]"
118,30001,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
119,30001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
120,30001,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
121,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
122,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
123,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
124,30006,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
125,30012,First WD,Breakfast,"['Boiled Pork', nan, 'Boiled Rice']"
126,30012,Second WD,Breakfast,"['Boiled Fish', nan, 'Boiled Rice']"
127,30012,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
128,30013,First WD,Breakfast,"[nan, 'Boiled Rice']"
129,30013,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', 'Water']"
130,30013,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
131,30016,Weekday First,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water', 'Milk']"
132,30016,Weekday Second,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Braised Fish', nan, nan, 'Water']"
133,30016,Weekened,Breakfast,"[nan, 'Boiled Fish', nan, 'Water']"
134,30019,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
135,30019,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
136,30019,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
137,30021,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
138,30021,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
139,30021,Third WE,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk', 'Baked Bread']"
140,30022,First WD,Breakfast,"['Boiled Noodles', nan]"
141,30022,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
142,30022,Third WE,Breakfast,"['Boiled Rice', 'Fermented Fish']"
143,30023,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
144,30023,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
145,30023,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
146,30030,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
147,30030,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
148,30030,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
149,30033,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan]"
150,30033,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, 'Water']"
151,30033,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Boiled Vegetable', nan]"
152,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
153,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
154,30034,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
155,30035,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
156,30035,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
157,30035,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
158,30037,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
159,30037,Second WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice', nan]"
160,30037,Third WE,Breakfast,"['Fried Fish', nan, 'Milk', 'Water', 'Boiled Rice']"
161,30038,First WD,Breakfast,"['Fried Egg', nan, 'Milk', nan, 'Boiled Rice']"
162,30038,Second WD,Breakfast,"['Boiled Vegetable', nan, nan, 'Boiled Rice']"
163,30038,Third WE,Breakfast,"['Canned Processed Meat', 'Boiled Rice', 'Water', 'Milk', nan]"
164,30101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
165,30101,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
166,30101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
167,30103,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Boiled Noodles', nan]"
168,30103,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Pork', nan, nan, nan]"
169,30103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
170,30105,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', 'Fried Egg', nan, 'Water']"
171,30105,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
172,30105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
173,30106,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
174,30106,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
175,30106,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
176,30109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water', 'Baked Bread']"
177,30109,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
178,30109,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
179,30110,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
180,30110,Second WD,Breakfast,"[nan, 'Boiled Rice', 'Water']"
181,30110,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
182,30112,First WD,Breakfast,"['Roasted Pork', 'Boiled Rice']"
183,30112,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
184,30112,Third WE,Breakfast,"['Boiled Beef', nan, 'Boiled Rice']"
185,30113,First WD,Breakfast,"['Stir-fried Vegetable', nan, 'Boiled Rice']"
186,30113,Second WD,Breakfast,"['Fermented Fish', 'Boiled Rice']"
187,30113,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
188,30115,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
189,30115,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
190,30115,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Fish', 'Water', 'Milk', nan]"
191,30119,First WD,Breakfast,"['Boiled Rice', 'Fried Egg']"
192,30119,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
193,30119,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Milk']"
194,30121,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Boiled Rice']"
195,30121,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
196,30121,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', 'Milk']"
197,30123,First WD,Breakfast,"['Boiled Rice', nan, nan]"
198,30123,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
199,30123,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
200,30127,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
201,30127,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
202,30127,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
203,30130,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Processed Meat', nan, 'Water']"
204,30130,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water', 'Milk', nan]"
205,30130,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, nan, 'Water']"
206,30134,First WD,Breakfast,"['Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
207,30134,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
208,30134,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
209,30136,Weekday First,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
210,30136,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
211,30136,Weekend,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
212,40002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
213,40002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
214,40002,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
215,40006,First WD,Breakfast,"['Fried Processed Meat', 'Fried Egg', nan, 'Boiled Rice', 'Water']"
216,40006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
217,40006,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
218,40007,First WD,Breakfast,"['Boiled Rice', 'Milk', nan, 'Fried Processed Meat', nan]"
219,40007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Fish', 'Milk', nan]"
220,40012,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
221,40101,First WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
222,40101,Second WD,Breakfast,"['Boiled Others', nan, nan, 'Boiled Rice', 'Water']"
223,40101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
224,40103,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
225,40103,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
226,40103,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
227,40107,First WD,Breakfast,"['Baked Bread', 'Milk', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
228,40107,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
229,40107,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
230,41005,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk', nan, 'Water']"
231,41005,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
232,41005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, nan, 'Water', 'Milk', nan]"
233,41007,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice', 'Water', nan]"
234,41007,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', nan, 'Milk', 'Water']"
235,41007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water', 'Milk']"
236,50003,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Water']"
237,50003,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
238,50003,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
239,50004,First WD,Breakfast,"['Sauteed Noodles', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
240,50004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
241,50004,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Fish', nan, 'Water']"
242,50008,First WD,Breakfast,"['Canned Processed Meat', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
243,50103,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
244,50103,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
245,50103,Third WE,Breakfast,"['Boiled Rice', 'Stir-fried Vegetable', nan, nan, 'Water']"
246,50104,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
247,50104,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
248,50108,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
249,50108,Second WD,Breakfast,"['Fried Egg', 'Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
250,50108,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice']"
251,51001,Weekday First,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, nan, nan, 'Water']"
252,51001,Weekday Second,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
253,51001,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg']"
254,51002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
255,51002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets', nan]"
256,51002,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', nan]"
257,51004,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Fresh Fruit']"
258,51004,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Raw Fruit']"
259,51004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Fried Egg', 'Coffee']"
260,51005,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
261,51005,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', nan, 'Milk', nan, 'Baked Bread']"
262,51005,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
263,51008,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk']"
264,51008,Second WD,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk']"
265,51008,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
266,51101,Weekday First,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Water']"
267,51101,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
268,51101,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water', 'Biscuit', 'Water']"
269,51103,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
270,51103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
271,51103,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
272,51104,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Raw Fruit']"
273,51104,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
274,51104,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
275,51105,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
276,51105,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
277,51105,Third WE,Breakfast,"['Boiled Rice', 'Fried Pork', nan]"
278,51108,First WD,Breakfast,"['Fried Chicken', 'Boiled Rice', 'Sweets']"
279,51108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets']"
280,51108,Third WE,Breakfast,"['Boiled Rice', 'Processed Meat', nan, 'Sweets']"
281,60005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
282,60005,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
283,60005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
284,60008,First WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
285,60008,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan]"
286,60008,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
287,60012,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
288,60012,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', 'Water']"
289,60012,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
290,60103,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
291,60103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan]"
292,60103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk', nan]"
293,60104,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
294,60104,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
