,Household No.,HHLD Visit,Meal,Dish List
58,21008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
59,21008,Third WE,Breakfast,"['Fried Egg', nan, 'Fried Fish', nan, 'Boiled Rice', 'Water']"
60,21012,First WD,Breakfast,"['Milk', nan, 'Boiled Fish', nan, 'Fried Egg', nan, 'Boiled Rice']"
61,21012,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', nan]"
62,21012,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
63,21013,First WD,Breakfast,"['Milk', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
64,21013,Second WD,Breakfast,"['Boiled Egg', 'Milk', nan, 'Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
65,21013,Third WE,Breakfast,"['Milk', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
66,21103,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
67,21103,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
68,21103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', nan, 'Water']"
69,21105,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
70,21105,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
71,21105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan]"
72,21106,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
73,21106,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
74,21106,Third WE,Breakfast,"['Boiled Rice', 'Roasted Others', nan, nan, nan]"
75,21113,First WD,Breakfast,"['Baked Bread', nan, 'Fried Fish', nan, 'Boiled Rice']"
76,21113,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
77,21113,Third WE,Breakfast,"[nan, 'Fried Egg', nan, 'Boiled Rice', 'Water', 'Milk']"
78,30001,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
79,30001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
80,30001,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
81,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
82,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
83,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
84,30005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
85,30005,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Processed Sweets', 'Juice', 'Boiled Rice', 'Fried Processed Meat', nan, 'Sauteed Noodles', nan, nan, 'Water', 'Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Vegetable', 'Boiled Vegetable', nan, nan, 'Water']"
86,30005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Fish', nan, 'Water']"
87,30014,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, nan, nan, 'Milk', nan]"
88,30014,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
89,30014,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, 'Milk', nan]"
90,30016,Weekday First,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water', 'Milk']"
91,30016,Weekday Second,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Braised Fish', nan, nan, 'Water']"
92,30016,Weekened,Breakfast,"[nan, 'Boiled Fish', nan, 'Water']"
93,30102,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', 'Water']"
94,30102,Second WD,Breakfast,"['Boiled Egg', 'Fried Processed Meat', 'Boiled Rice', 'Milk', 'Water']"
95,30102,Third WE,Breakfast,"['Boiled Chicken', nan, 'Boiled Rice']"
96,30103,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Boiled Noodles', nan]"
97,30103,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Pork', nan, nan, nan]"
98,30103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
99,30107,First WD,Breakfast,"['Boiled Rice', 'Roasted Others', 'Fresh Fruit', 'Raw Fruit', 'Milk']"
100,30107,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Raw Fruit']"
101,30107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Fresh Fruit']"
102,30112,First WD,Breakfast,"['Roasted Pork', 'Boiled Rice']"
103,30112,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
104,30112,Third WE,Breakfast,"['Boiled Beef', nan, 'Boiled Rice']"
105,30115,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
106,30115,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
107,30115,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Fish', 'Water', 'Milk', nan]"
108,30119,First WD,Breakfast,"['Boiled Rice', 'Fried Egg']"
109,30119,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
110,30119,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Milk']"
111,30124,First WD,Breakfast,"['Boiled Rice', nan, nan]"
112,30124,Second WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
113,30124,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
114,30130,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Processed Meat', nan, 'Water']"
115,30130,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water', 'Milk', nan]"
116,30130,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, nan, 'Water']"
117,30133,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Milk', nan]"
118,30133,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Milk', nan]"
119,30133,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Milk', nan]"
120,30136,Weekday First,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
121,30136,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
122,30136,Weekend,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
123,40002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
124,40002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
125,40002,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
126,40006,First WD,Breakfast,"['Fried Processed Meat', 'Fried Egg', nan, 'Boiled Rice', 'Water']"
127,40006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
128,40006,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
129,40103,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
130,40103,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
131,40103,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
132,40107,First WD,Breakfast,"['Baked Bread', 'Milk', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
133,40107,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
134,40107,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
135,41004,First WD,Breakfast,"['Cereals', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
136,41004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
137,41004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Water']"
138,41005,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk', nan, 'Water']"
139,41005,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
140,41005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, nan, 'Water', 'Milk', nan]"
141,41007,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice', 'Water', nan]"
142,41007,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', nan, 'Milk', 'Water']"
143,41007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water', 'Milk']"
144,41008,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water', 'Milk', nan]"
145,41008,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
146,41008,Third WE,Breakfast,"['Milk', nan, 'Boiled Rice', 'Boiled Fish', nan]"
147,50004,First WD,Breakfast,"['Sauteed Noodles', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
148,50004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
149,50004,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Fish', nan, 'Water']"
150,50010,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Pork', nan]"
151,50010,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk']"
152,50010,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
153,50102,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
154,50102,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Milk', nan]"
155,50102,Third WE,Breakfast,"['Boiled Rice', 'Water', 'Coffee', nan, 'Boiled Vegetable']"
156,50107,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Noodles', 'Boiled Rice', 'Water']"
157,50107,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Water', 'Milk', nan, 'Processed Meat', nan]"
158,50107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Fried Seafood', 'Boiled Egg', 'Water', 'Coffee', nan]"
159,51002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
160,51002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets', nan]"
161,51002,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', nan]"
162,51004,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Fresh Fruit']"
163,51004,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Raw Fruit']"
164,51004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Fried Egg', 'Coffee']"
165,51005,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
166,51005,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', nan, 'Milk', nan, 'Baked Bread']"
167,51005,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
168,51008,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk']"
169,51008,Second WD,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk']"
170,51008,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
171,51108,First WD,Breakfast,"['Fried Chicken', 'Boiled Rice', 'Sweets']"
172,51108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets']"
173,51108,Third WE,Breakfast,"['Boiled Rice', 'Processed Meat', nan, 'Sweets']"
174,60001,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets', nan, 'Biscuit']"
175,60001,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
176,60001,Third WE,Breakfast,"['Sweets', nan, 'Biscuit', 'Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, 'Water']"
177,60005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
178,60005,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
179,60005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
180,60108,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk']"
181,60108,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', 'Milk']"
182,60108,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, nan, 'Water']"
183,61103,First WD,Breakfast,"['Milk', 'Water']"
184,61103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
185,61103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
186,70003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets', 'Water']"
187,70003,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Fried Fish', nan]"
188,70003,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets', 'Water']"
189,70008,First WD,Breakfast,"['Boiled Rice', 'Stir-fried Pork/Chicken', nan, nan, 'Sweets']"
190,70008,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
191,70008,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
192,71101,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
193,71101,Second WD,Breakfast,"['Boiled Rice', 'Milk', 'Boiled Vegetable', nan, nan, nan, nan]"
194,71101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
195,71105,First WD,Breakfast,"['Boiled Rice', 'Sweets']"
196,71105,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk']"
197,71105,Third WE,Breakfast,"['Boiled Rice', 'Sweets']"
198,71106,First WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan, nan, 'Water']"
199,71106,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
200,71106,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
201,80003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water', 'Milk', nan]"
202,80003,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
203,80003,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Fried Egg', nan]"
204,80005,First WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
205,80005,Second WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan]"
206,80005,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg']"
207,80011,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, nan, 'Milk', nan]"
208,80011,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sauteed Vegetable', nan, nan, nan]"
209,80011,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
210,80109,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, nan, 'Milk', nan, 'Water']"
211,80109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
212,80109,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish', nan, 'Milk', nan]"
213,81001,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
214,81001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, nan, 'Water']"
215,81001,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
216,81003,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
217,81003,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
218,81003,Third WE,Breakfast,"['Fried Vegetable', nan, nan, 'Water', 'Boiled Rice']"
219,81101,First WD,Breakfast,"['Boiled Rice', 'Condiment', nan, nan, nan]"
220,81101,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
221,81101,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
222,81102,First WD,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Water']"
223,81102,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
224,81102,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
225,81103,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
226,81103,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
227,81103,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, nan, nan, 'Boiled Rice', 'Water']"
228,90002,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
229,90002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water', 'Milk', nan]"
230,90002,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water', 'Milk', nan]"
231,90109,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
232,90109,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', 'Water']"
233,90109,Third WE,Breakfast,"['Fried Processed Meat', 'Milk', 'Water', 'Boiled Rice']"
