,Household No.,HHLD Visit,Meal,Dish List
71,30025,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
72,30026,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
73,30026,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
74,30026,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
75,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
76,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
77,30034,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
78,30101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
79,30101,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
80,30101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
81,30109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water', 'Baked Bread']"
82,30109,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
83,30109,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
84,30110,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
85,30110,Second WD,Breakfast,"[nan, 'Boiled Rice', 'Water']"
86,30110,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
87,30116,Weekday First,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
88,30116,Weekday Second,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
89,30116,Weekened,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
90,30122,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Coffee', nan, 'Baked Bread', 'Water']"
91,30122,Second WD,Breakfast,"['Coffee', nan, 'Fried Fish', nan, 'Boiled Rice']"
92,30122,Third WE,Breakfast,"['Fried Sweets', 'Grilled Chicken/Beef/Pork', 'Boiled Rice', 'Water']"
93,30125,First WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan]"
94,30125,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
95,30125,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
96,30126,First WD,Breakfast,"['Boiled Rice', nan, nan]"
97,30126,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
98,30126,Third WE,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
99,30127,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
100,30127,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
101,30127,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
102,30129,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
103,30129,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
104,30129,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
105,50108,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
106,50108,Second WD,Breakfast,"['Fried Egg', 'Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
107,50108,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice']"
108,51001,Weekday First,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, nan, nan, 'Water']"
109,51001,Weekday Second,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
110,51001,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg']"
111,51101,Weekday First,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Water']"
112,51101,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
113,51101,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water', 'Biscuit', 'Water']"
114,60002,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
115,60002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Water']"
116,60002,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Water']"
117,60008,First WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
118,60008,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan]"
119,60008,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
120,60009,First WD,Breakfast,"['Coffee', nan, 'Boiled Rice', 'Boiled Egg']"
121,60009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
122,60009,Third WE,Breakfast,"['Coffee', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
123,60010,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Raw Fruit', 'Water']"
124,60010,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
125,60010,Third WE,Breakfast,"['Boiled Rice', 'Boiled Others', 'Water']"
126,60012,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
127,60012,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', 'Water']"
128,60012,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
129,60110,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fresh Fruit']"
130,60110,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fruit']"
131,60110,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Raw Fruit']"
132,60112,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
133,60112,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
134,60112,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Fresh Fruit']"
135,61011,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
136,61011,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
137,61011,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
138,61101,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Water']"
139,61101,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
140,61101,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
141,70007,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
142,70007,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
143,70007,Third WE,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, nan, 'Water']"
144,71005,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk']"
145,71005,Second WD,Breakfast,"['Boiled Rice', 'Sweets']"
146,71005,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Sweets']"
147,80012,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
148,80103,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
149,80103,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
150,80103,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', 'Water']"
151,80111,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan]"
152,80111,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
153,80111,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
154,81002,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
155,81002,Second WD,Breakfast,"['Sweets', nan, 'Water']"
156,81002,Third WE,Breakfast,"['Sweets', nan, 'Water']"
157,81005,First WD,Breakfast,"['Boiled Rice', 'Stir-fried Vegetable', nan, nan]"
158,81005,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
159,81005,Third WE,Breakfast,"['Milk', 'Water', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
160,90007,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Processed Meat', nan]"
161,90007,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', 'Fried Beef', nan, nan, 'Water']"
162,90007,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
163,90008,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Water']"
164,90008,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
165,90008,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
166,90105,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Milk', 'Water']"
167,90105,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water', 'Raw Fruit']"
168,90105,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
169,90110,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
170,90110,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
171,90110,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
172,91011,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk']"
173,91011,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
174,91011,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
175,91108,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
176,91108,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', 'Fried Egg', 'Condiment']"
177,91108,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Fried Processed Meat', 'Condiment', 'Water', 'Milk']"
178,91110,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
179,91110,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
180,91110,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
181,91111,First WD,Breakfast,"['Biscuit', 'Biscuit']"
182,91111,Second WD,Breakfast,"['Boiled Rice', 'Milk']"
183,91111,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', 'Raw Fruit']"
