,Household No.,HHLD Visit,Meal,Dish List
90,21004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
91,21004,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Vegetable', 'Fried Processed Meat', nan]"
92,21004,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk', nan]"
93,21005,First WD,Breakfast,"['Boiled Vegetable', nan, 'Fried Fish', nan, 'Boiled Rice', 'Milk']"
94,21005,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
95,21005,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Milk']"
96,21006,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
97,21006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
98,21006,Third WE,Breakfast,"['Boiled Rice', 'Roasted Pork']"
99,21007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
100,21007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, 'Water']"
101,21007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
102,21008,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
103,21008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
104,21008,Third WE,Breakfast,"['Fried Egg', nan, 'Fried Fish', nan, 'Boiled Rice', 'Water']"
105,21009,First WD,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable', nan, 'Water']"
106,21009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
107,21009,Third WE,Breakfast,"['Boiled Leafy Vegetable', nan, nan, 'Boiled Rice', 'Coffee', 'Milk', 'Water']"
108,21011,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
109,21011,Second WD,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice', 'Water', nan]"
110,21011,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, nan, nan, 'Boiled Rice', 'Milk', nan]"
111,21012,First WD,Breakfast,"['Milk', nan, 'Boiled Fish', nan, 'Fried Egg', nan, 'Boiled Rice']"
112,21012,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', nan]"
113,21012,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
114,21013,First WD,Breakfast,"['Milk', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
115,21013,Second WD,Breakfast,"['Boiled Egg', 'Milk', nan, 'Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
116,21013,Third WE,Breakfast,"['Milk', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
117,30001,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
118,30001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
119,30001,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
120,30002,First WD,Breakfast,"['Fried Pork', nan, 'Boiled Rice', 'Milk', 'Water']"
121,30002,Second WD,Breakfast,"['Fried Chicken', nan, 'Boiled Rice']"
122,30002,Third WE,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
123,30003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
124,30003,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
125,30003,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
126,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
127,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
128,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
129,30005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
130,30005,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Processed Sweets', 'Juice', 'Boiled Rice', 'Fried Processed Meat', nan, 'Sauteed Noodles', nan, nan, 'Water', 'Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Vegetable', 'Boiled Vegetable', nan, nan, 'Water']"
131,30005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Fish', nan, 'Water']"
132,30007,First WD,Breakfast,"['Boiled Rice', 'Fried Fish']"
133,30007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Baked Bread']"
134,30007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
135,30008,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
136,30008,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
137,30008,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
138,30012,First WD,Breakfast,"['Boiled Pork', nan, 'Boiled Rice']"
139,30012,Second WD,Breakfast,"['Boiled Fish', nan, 'Boiled Rice']"
140,30012,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
141,30013,First WD,Breakfast,"[nan, 'Boiled Rice']"
142,30013,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', 'Water']"
143,30013,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
144,30014,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, nan, nan, 'Milk', nan]"
145,30014,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
146,30014,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, 'Milk', nan]"
147,30016,Weekday First,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water', 'Milk']"
148,30016,Weekday Second,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Braised Fish', nan, nan, 'Water']"
149,30016,Weekened,Breakfast,"[nan, 'Boiled Fish', nan, 'Water']"
150,30018,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Boiled Vegetable', nan]"
151,30018,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
152,30018,Third WE,Breakfast,"[nan, 'Boiled Rice', 'Water']"
153,30019,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
154,30019,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
155,30019,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
156,30020,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
157,30020,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
158,30020,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
159,30021,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
160,30021,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
161,30021,Third WE,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk', 'Baked Bread']"
162,30022,First WD,Breakfast,"['Boiled Noodles', nan]"
163,30022,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
164,30022,Third WE,Breakfast,"['Boiled Rice', 'Fermented Fish']"
165,30023,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
166,30023,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
167,30023,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
168,30024,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
169,30024,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
170,30024,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
171,30025,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
172,30025,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
173,30025,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
174,30026,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
175,30026,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
176,30026,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
177,30028,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
178,30028,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
179,30028,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
180,30030,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
181,30030,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
182,30030,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
183,30031,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
184,30031,Second WD,Breakfast,"['Boiled Rice', 'Boiled Seafood', 'Milk', nan]"
185,30031,Third WE,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
186,30033,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan]"
187,30033,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, 'Water']"
188,30033,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Boiled Vegetable', nan]"
189,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
190,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
191,30034,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
192,30035,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
193,30035,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
194,30035,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
195,30036,Weekday First,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
196,30036,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
197,30036,Weekened,Breakfast,"['Boiled Rice', 'Chicken', nan, nan, nan, nan, 'Water']"
198,30037,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
199,30037,Second WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice', nan]"
200,30037,Third WE,Breakfast,"['Fried Fish', nan, 'Milk', 'Water', 'Boiled Rice']"
201,40002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
202,40002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
203,40002,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
204,40003,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
205,40003,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
206,40003,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken/Pork', nan, 'Water']"
207,40004,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
208,40004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
209,40004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, 'Water']"
210,40005,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets']"
211,40005,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
212,40005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken']"
213,40006,First WD,Breakfast,"['Fried Processed Meat', 'Fried Egg', nan, 'Boiled Rice', 'Water']"
214,40006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
215,40006,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
216,41002,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Milk', 'Water']"
217,41002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
218,41002,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Water']"
219,41004,First WD,Breakfast,"['Cereals', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
220,41004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
221,41004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Water']"
222,41005,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk', nan, 'Water']"
223,41005,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
224,41005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, nan, 'Water', 'Milk', nan]"
225,41007,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice', 'Water', nan]"
226,41007,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', nan, 'Milk', 'Water']"
227,41007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water', 'Milk']"
228,41008,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water', 'Milk', nan]"
229,41008,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
230,41008,Third WE,Breakfast,"['Milk', nan, 'Boiled Rice', 'Boiled Fish', nan]"
231,50001,Weekday First,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Water']"
232,50001,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
233,50001,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
234,50002,First WD,Breakfast,"['Boiled Fish', 'Boiled Fruit', 'Boiled Rice', 'Sweets', 'Water', 'Baked Bread', 'Condiment']"
235,50002,Second WD,Breakfast,"['Baked Bread', 'Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, nan]"
236,50002,Third WE,Breakfast,"['Baked Bread', 'Water', 'Boiled Rice', 'Fried Egg', nan, 'Water']"
237,50003,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Water']"
238,50003,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
239,50003,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
240,50004,First WD,Breakfast,"['Sauteed Noodles', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
241,50004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
242,50004,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Fish', nan, 'Water']"
243,50007,First WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
244,50007,Second WD,Breakfast,"['Fried Processed Meat', 'Fried Pork', nan, 'Boiled Rice', 'Water']"
245,50007,Third WE,Breakfast,"['Milk', nan, 'Fried Fish', nan, nan, 'Water']"
246,50009,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
247,50009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
248,50009,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sauteed Vegetable', nan, nan]"
249,50010,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Pork', nan]"
250,50010,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk']"
251,50010,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
252,51001,Weekday First,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, nan, nan, 'Water']"
253,51001,Weekday Second,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
254,51001,Weekened,Breakfast,"['Boiled Rice', 'Fried Egg']"
255,51002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
256,51002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets', nan]"
257,51002,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', nan]"
258,51004,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Fresh Fruit']"
259,51004,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Raw Fruit']"
260,51004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Fried Egg', 'Coffee']"
261,51005,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
262,51005,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', nan, 'Milk', nan, 'Baked Bread']"
263,51005,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
264,51007,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
265,51007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg']"
266,51007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', 'Biscuit']"
267,51008,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk']"
268,51008,Second WD,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk']"
269,51008,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
270,60001,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets', nan, 'Biscuit']"
271,60001,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
272,60001,Third WE,Breakfast,"['Sweets', nan, 'Biscuit', 'Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, 'Water']"
273,60002,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
274,60002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Water']"
275,60002,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Water']"
276,60003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
277,60003,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
278,60003,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
279,60004,First WD,Breakfast,"['Boiled Fish', 'Boiled Rice', 'Water']"
280,60004,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Boiled Fish', nan]"
281,60004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan]"
282,60005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
283,60005,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
284,60005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
