,Household No.,HHLD Visit,Meal,Dish List
60,50004,First WD,Breakfast,"['Sauteed Noodles', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
61,50004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
62,50004,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Fish', nan, 'Water']"
63,50010,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Pork', nan]"
64,50010,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk']"
65,50010,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
66,50103,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
67,50103,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
68,50103,Third WE,Breakfast,"['Boiled Rice', 'Stir-fried Vegetable', nan, nan, 'Water']"
69,50107,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Noodles', 'Boiled Rice', 'Water']"
70,50107,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Water', 'Milk', nan, 'Processed Meat', nan]"
71,50107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Fried Seafood', 'Boiled Egg', 'Water', 'Coffee', nan]"
72,51008,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk']"
73,51008,Second WD,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk']"
74,51008,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
75,51104,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Raw Fruit']"
76,51104,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
77,51104,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
78,60108,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk']"
79,60108,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', 'Milk']"
80,60108,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, nan, 'Water']"
81,61104,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
82,61104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
83,61104,Third WE,Breakfast,"['Boiled Rice', 'Water', nan]"
84,70001,First WD,Breakfast,"[nan, 'Boiled Rice']"
85,70001,Second WD,Breakfast,"['Fried Fish', 'Boiled Egg', 'Sweets', 'Water']"
86,70001,Third WE,Breakfast,"['Boiled Rice', nan]"
87,70009,First WD,Breakfast,"['Boiled Fish', nan, nan, 'Boiled Rice', 'Water']"
88,70009,Second WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water', 'Milk', nan]"
89,70009,Third WE,Breakfast,"['Boiled Fish', nan, 'Boiled Rice', 'Water']"
90,70103,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Condiment', 'Water']"
91,70103,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Egg', nan]"
92,70103,Third WE,Breakfast,"['Boiled Rice', 'Water', 'Boiled Leafy Vegetable', nan]"
93,71101,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
94,71101,Second WD,Breakfast,"['Boiled Rice', 'Milk', 'Boiled Vegetable', nan, nan, nan, nan]"
95,71101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
96,80002,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
97,80002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
98,80002,Third WE,Breakfast,"['Boiled Rice', 'Chicken', nan]"
99,80003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water', 'Milk', nan]"
100,80003,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
101,80003,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Fried Egg', nan]"
102,80007,First WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, nan, 'Milk', nan]"
103,80007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Milk', nan]"
104,80007,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Canned Processed Meat', nan, nan, 'Water']"
105,80103,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
106,80103,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
107,80103,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', 'Water']"
108,80109,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, nan, 'Milk', nan, 'Water']"
109,80109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
110,80109,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish', nan, 'Milk', nan]"
111,81102,First WD,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Water']"
112,81102,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
113,81102,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
114,90102,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Milk', nan]"
115,90102,Second WD,Breakfast,"['Boiled Rice', 'Stir-fried Vegetable', nan, nan, nan, 'Milk', nan]"
116,90102,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', 'Milk', nan]"
117,90104,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk']"
118,90104,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Pork', nan]"
119,90104,Third WE,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
120,90109,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
121,90109,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', 'Water']"
122,90109,Third WE,Breakfast,"['Fried Processed Meat', 'Milk', 'Water', 'Boiled Rice']"
123,91111,First WD,Breakfast,"['Biscuit', 'Biscuit']"
124,91111,Second WD,Breakfast,"['Boiled Rice', 'Milk']"
125,91111,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', 'Raw Fruit']"
126,91112,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
127,91112,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
128,91112,Third WE,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
