,Household No.,HHLD Visit,Meal,Dish List
26,11112,Third WE,Breakfast,"['Coffee', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
27,20006,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
28,20006,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
29,20006,Third WE,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
30,20007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
31,20007,Second WD,Breakfast,"['Fried Egg', nan, 'Water', 'Boiled Rice']"
32,20007,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
33,20009,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
34,20009,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
35,20009,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
36,20010,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice']"
37,20010,Second WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
38,20010,Third WE,Breakfast,"['Boiled Rice', 'Roasted Chicken', 'Water']"
39,20101,First WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
40,20101,Second WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Egg', nan]"
41,20101,Third WE,Breakfast,"['Milk', 'Boiled Rice', 'Braised Chicken', nan]"
42,20104,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk', nan, 'Biscuit']"
43,20104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan]"
44,20104,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice']"
45,20105,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
46,20105,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
47,20105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
48,20106,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
49,20106,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
50,20106,Third WE,Breakfast,"['Boiled Vegetable', 'Boiled Rice', 'Water']"
51,20108,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, 'Water']"
52,20108,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
53,20108,Third WE,Breakfast,"['Fried Vegetable', nan, 'Boiled Rice']"
54,21001,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Egg', nan, 'Milk', nan]"
55,21001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
56,21001,Third WE,Breakfast,"['Milk', nan, 'Baked Bread', 'Boiled Rice', 'Boiled Egg', 'Fried Fish', nan]"
57,21003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
58,21003,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
59,21003,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Biscuit']"
60,21004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
61,21004,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Vegetable', 'Fried Processed Meat', nan]"
62,21004,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk', nan]"
63,21005,First WD,Breakfast,"['Boiled Vegetable', nan, 'Fried Fish', nan, 'Boiled Rice', 'Milk']"
64,21005,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
65,21005,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Milk']"
66,21008,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
67,21008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
68,21008,Third WE,Breakfast,"['Fried Egg', nan, 'Fried Fish', nan, 'Boiled Rice', 'Water']"
69,21012,First WD,Breakfast,"['Milk', nan, 'Boiled Fish', nan, 'Fried Egg', nan, 'Boiled Rice']"
70,21012,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', nan]"
71,21012,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
72,21013,First WD,Breakfast,"['Milk', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
73,21013,Second WD,Breakfast,"['Boiled Egg', 'Milk', nan, 'Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
74,21013,Third WE,Breakfast,"['Milk', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
75,21101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
76,21101,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
77,21101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
78,21103,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
79,21103,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
80,21103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', nan, 'Water']"
81,21105,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
82,21105,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
83,21105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan]"
84,21106,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
85,21106,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
86,21106,Third WE,Breakfast,"['Boiled Rice', 'Roasted Others', nan, nan, nan]"
87,21109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
88,21109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
89,21109,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Milk']"
90,21113,First WD,Breakfast,"['Baked Bread', nan, 'Fried Fish', nan, 'Boiled Rice']"
91,21113,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
92,21113,Third WE,Breakfast,"[nan, 'Fried Egg', nan, 'Boiled Rice', 'Water', 'Milk']"
93,30002,First WD,Breakfast,"['Fried Pork', nan, 'Boiled Rice', 'Milk', 'Water']"
94,30002,Second WD,Breakfast,"['Fried Chicken', nan, 'Boiled Rice']"
95,30002,Third WE,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
96,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
97,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
98,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
99,30005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
100,30005,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Processed Sweets', 'Juice', 'Boiled Rice', 'Fried Processed Meat', nan, 'Sauteed Noodles', nan, nan, 'Water', 'Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Vegetable', 'Boiled Vegetable', nan, nan, 'Water']"
101,30005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Fish', nan, 'Water']"
102,30007,First WD,Breakfast,"['Boiled Rice', 'Fried Fish']"
103,30007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Baked Bread']"
104,30007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
105,30013,First WD,Breakfast,"[nan, 'Boiled Rice']"
106,30013,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', 'Water']"
107,30013,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
108,30014,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, nan, nan, 'Milk', nan]"
109,30014,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
110,30014,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, 'Milk', nan]"
111,30016,Weekday First,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water', 'Milk']"
112,30016,Weekday Second,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Braised Fish', nan, nan, 'Water']"
113,30016,Weekened,Breakfast,"[nan, 'Boiled Fish', nan, 'Water']"
114,30020,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
115,30020,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
116,30020,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
117,30102,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', 'Water']"
118,30102,Second WD,Breakfast,"['Boiled Egg', 'Fried Processed Meat', 'Boiled Rice', 'Milk', 'Water']"
119,30102,Third WE,Breakfast,"['Boiled Chicken', nan, 'Boiled Rice']"
120,30107,First WD,Breakfast,"['Boiled Rice', 'Roasted Others', 'Fresh Fruit', 'Raw Fruit', 'Milk']"
121,30107,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Raw Fruit']"
122,30107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Fresh Fruit']"
123,30119,First WD,Breakfast,"['Boiled Rice', 'Fried Egg']"
124,30119,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
125,30119,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Milk']"
126,30130,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Processed Meat', nan, 'Water']"
127,30130,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water', 'Milk', nan]"
128,30130,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, nan, 'Water']"
129,30133,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Milk', nan]"
130,30133,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Milk', nan]"
131,30133,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Milk', nan]"
132,30136,Weekday First,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
133,30136,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
134,30136,Weekend,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
135,40002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
136,40002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
137,40002,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
138,40006,First WD,Breakfast,"['Fried Processed Meat', 'Fried Egg', nan, 'Boiled Rice', 'Water']"
139,40006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
140,40006,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
141,40107,First WD,Breakfast,"['Baked Bread', 'Milk', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
142,40107,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan]"
143,40107,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
144,41004,First WD,Breakfast,"['Cereals', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
145,41004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
146,41004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Water']"
147,41007,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice', 'Water', nan]"
148,41007,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', nan, 'Milk', 'Water']"
149,41007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water', 'Milk']"
150,41008,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water', 'Milk', nan]"
151,41008,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
152,41008,Third WE,Breakfast,"['Milk', nan, 'Boiled Rice', 'Boiled Fish', nan]"
153,50004,First WD,Breakfast,"['Sauteed Noodles', nan, nan, 'Boiled Rice', 'Milk', 'Water']"
154,50004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
155,50004,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Fish', nan, 'Water']"
156,50007,First WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
157,50007,Second WD,Breakfast,"['Fried Processed Meat', 'Fried Pork', nan, 'Boiled Rice', 'Water']"
158,50007,Third WE,Breakfast,"['Milk', nan, 'Fried Fish', nan, nan, 'Water']"
159,50102,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
160,50102,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Milk', nan]"
161,50102,Third WE,Breakfast,"['Boiled Rice', 'Water', 'Coffee', nan, 'Boiled Vegetable']"
162,50107,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Noodles', 'Boiled Rice', 'Water']"
163,50107,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Water', 'Milk', nan, 'Processed Meat', nan]"
164,50107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Fried Seafood', 'Boiled Egg', 'Water', 'Coffee', nan]"
165,50108,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
166,50108,Second WD,Breakfast,"['Fried Egg', 'Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
167,50108,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice']"
168,50110,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
169,50110,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Milk']"
170,50110,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, 'Milk', nan, 'Water']"
171,51002,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
172,51002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets', nan]"
173,51002,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', nan]"
174,51004,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Fresh Fruit']"
175,51004,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, 'Raw Fruit']"
176,51004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, 'Fried Egg', 'Coffee']"
177,51005,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
178,51005,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', nan, 'Milk', nan, 'Baked Bread']"
179,51005,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
180,51007,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
181,51007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg']"
182,51007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', 'Biscuit']"
183,51008,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk']"
184,51008,Second WD,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk']"
185,51008,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
186,51103,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
187,51103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
188,51103,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
189,51104,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Raw Fruit']"
190,51104,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
191,51104,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
192,51108,First WD,Breakfast,"['Fried Chicken', 'Boiled Rice', 'Sweets']"
193,51108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sweets']"
194,51108,Third WE,Breakfast,"['Boiled Rice', 'Processed Meat', nan, 'Sweets']"
195,60001,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets', nan, 'Biscuit']"
196,60001,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
197,60001,Third WE,Breakfast,"['Sweets', nan, 'Biscuit', 'Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, 'Water']"
198,60008,First WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
199,60008,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan]"
200,60008,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
201,60102,First WD,Breakfast,"['Boiled Vegetable', nan, 'Boiled Rice', 'Milk', 'Water']"
202,60102,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, 'Milk', 'Water']"
203,60102,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan]"
204,60103,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
205,60103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan]"
206,60103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk', nan]"
207,60105,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, nan, nan, 'Fried Fish', nan, 'Water']"
208,60105,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
209,60105,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
210,60108,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk']"
211,60108,Second WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Fried Egg', 'Milk']"
212,60108,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, nan, 'Water']"
213,60111,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Sweets', nan]"
214,60111,Second WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan]"
215,60111,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan, 'Sweets', nan]"
216,61004,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
217,61004,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk']"
218,61004,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
219,61102,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
220,61102,Second WD,Breakfast,"['Bread', 'Water']"
221,61102,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', 'Water']"
222,61103,First WD,Breakfast,"['Milk', 'Water']"
223,61103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
224,61103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
225,61104,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
226,61104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
227,61104,Third WE,Breakfast,"['Boiled Rice', 'Water', nan]"
228,70008,First WD,Breakfast,"['Boiled Rice', 'Stir-fried Pork/Chicken', nan, nan, 'Sweets']"
229,70008,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
230,70008,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
231,70101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
232,70101,Second WD,Breakfast,"[nan, nan, nan, 'Boiled Rice']"
233,70101,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Milk', 'Water']"
234,71101,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
235,71101,Second WD,Breakfast,"['Boiled Rice', 'Milk', 'Boiled Vegetable', nan, nan, nan, nan]"
236,71101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
237,71105,First WD,Breakfast,"['Boiled Rice', 'Sweets']"
238,71105,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk']"
239,71105,Third WE,Breakfast,"['Boiled Rice', 'Sweets']"
240,71106,First WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan, nan, 'Water']"
241,71106,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
242,71106,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
243,80001,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, nan, nan, 'Water']"
244,80001,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', 'Milk', nan]"
245,80001,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, 'Water']"
246,80002,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
247,80002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
248,80002,Third WE,Breakfast,"['Boiled Rice', 'Chicken', nan]"
249,80003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water', 'Milk', nan]"
250,80003,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
251,80003,Third WE,Breakfast,"['Milk', nan, 'Biscuit', 'Boiled Rice', 'Fried Egg', nan]"
252,80007,First WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, nan, 'Milk', nan]"
253,80007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Milk', nan]"
254,80007,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Canned Processed Meat', nan, nan, 'Water']"
255,80102,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, nan]"
256,80102,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
257,80102,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, 'Fruit', 'Milk']"
258,80105,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
259,80105,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
260,80105,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg']"
261,80107,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
262,80107,Second WD,Breakfast,"['Milk', 'Boiled Rice', 'Water']"
263,80107,Third WE,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
264,80109,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, nan, nan, 'Milk', nan, 'Water']"
265,80109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
266,80109,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish', nan, 'Milk', nan]"
267,81001,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
268,81001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, nan, 'Water']"
269,81001,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
270,81005,First WD,Breakfast,"['Boiled Rice', 'Stir-fried Vegetable', nan, nan]"
271,81005,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
272,81005,Third WE,Breakfast,"['Milk', 'Water', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
273,81101,First WD,Breakfast,"['Boiled Rice', 'Condiment', nan, nan, nan]"
274,81101,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
275,81101,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
276,81102,First WD,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Water']"
277,81102,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
278,81102,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
279,81103,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
280,81103,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
281,81103,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, nan, nan, 'Boiled Rice', 'Water']"
282,90002,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
