,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
11,Fried Vegetable,19,779.8600000000001,689.0,7.4,55.7,39.70000000000001,241.0,207.0,3.9000000000000004,95.0,0.6400000000000001,0.33000000000000007,5.3999999999999995,21.0
12,Boiled Noodles,15,672.625,1970.0,43.199999999999996,67.2,286.8,127.0,3.0,26.599999999999998,355.0,0.0,0.0,0.0,2.0
13,Fried Pork,12,853.51,2488.0,128.10000000000002,210.00000000000003,20.3,222.0,1421.0,10.5,709.0,4.01,1.6400000000000001,68.8,4.0
14,Baked Bread,10,406.59666667000005,1328.0,41.300000000000004,16.599999999999998,253.10000000000002,168.0,346.0,12.700000000000001,3.0,1.01,0.6200000000000001,18.499999999999996,0.0
15,Boiled Pork,10,403.58000000000004,1145.0,69.80000000000001,93.8,4.699999999999999,104.0,631.0,6.9,82.0,1.3,0.44000000000000006,21.4,9.0
16,Sauteed Noodles,10,441.25,892.0,19.499999999999996,9.6,180.9,96.0,114.0,7.4,0.0,0.0,0.05,4.8,0.0
17,Canned Processed Meat,9,246.66,489.0,40.0,33.0,10.299999999999999,35.0,156.0,1.3,8.0,0.0,0.18000000000000002,5.6,0.0
18,Boiled Chicken,9,397.74,751.0,82.39999999999999,46.6,1.2,123.0,602.0,5.3,2869.0,0.36,1.8000000000000005,43.1,22.0
19,Condiment,7,77.5,435.0,0.3,29.800000000000004,40.900000000000006,55.0,8.0,0.4,0.0,0.0,0.03,0.1,0.0
20,Coffee,7,96.0,381.0,7.5,5.6,74.7,40.0,112.0,0.5,0.0,0.0,0.1,17.4,0.0
21,Fried Beef,6,238.5,521.0,23.900000000000002,30.5,23.0,58.0,188.0,3.4,140.0,0.04,0.14,6.2,2.0
22,Fried Chicken,6,251.51999999999998,564.0,46.199999999999996,42.1,0.1,140.0,312.0,3.1,97.0,0.13,0.23,18.500000000000004,9.0
23,Raw Fruit,6,340.0,561.0,7.3,1.0,130.6,79.0,161.0,3.4999999999999996,125.0,0.13,0.16000000000000003,3.6999999999999997,74.0
24,Dried Fish,5,110.805,208.0,43.0,3.9000000000000004,0.0,1105.0,592.0,5.500000000000001,207.0,0.01,0.14,21.7,0.0
25,Boiled Others,5,370.48,171.0,31.4,4.8999999999999995,0.0,67.0,312.0,1.7,97.0,0.13,0.23,15.700000000000001,0.0
26,Processed Meat,4,175.0,770.0,51.8,58.1,10.3,160.0,439.0,9.3,0.0,0.27,0.6299999999999999,18.9,0.0
27,Fermented Fish,4,37.5,38.0,8.2,0.7,0.0,310.0,179.0,2.9,27.0,0.0,0.06999999999999999,3.0000000000000004,0.0
28,Boiled Leafy Vegetable,4,126.9,61.0,2.8,0.8999999999999999,10.5,106.0,27.0,2.6,562.0,0.07,0.13,1.6,65.0
29,Biscuit,3,118.0,542.0,12.7,19.3,79.7,55.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
30,Sauteed Fish,3,90.0,127.0,17.6,5.300000000000001,2.3000000000000003,171.0,167.0,0.4,8.0,0.01,0.13,7.8,0.0
31,Stir-fried Vegetable,3,94.7025,47.0,3.5,0.4,7.3999999999999995,67.0,42.0,0.8,46.0,0.11,0.1,1.4000000000000001,16.0
32,Braised Chicken,3,71.15,158.0,12.7,12.0,0.0,11.0,86.0,0.7,14.0,0.06,0.07,6.8,1.0
33,Sauteed Pork,2,103.53,335.0,17.3,29.5,0.2,14.0,205.0,1.0,9.0,0.54,0.12000000000000001,7.300000000000001,2.0
34,Fresh Fruit,2,125.0,65.0,0.7,0.5,14.5,41.0,16.0,1.2,66.0,0.05,0.04,0.6,81.0
35,Stir-fried Leafy Vegetable,2,58.995000000000005,19.0,1.2999999999999998,0.30000000000000004,2.8,38.0,23.0,1.5,188.0,0.03,0.07,0.7,10.0
36,Others,2,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Roasted Pork,2,60.0,156.0,9.4,13.100000000000001,0.1,21.0,113.0,0.8,17.0,0.2,0.09,4.0,1.0
38,Boiled Seafood,2,150.0,24.0,5.2,0.4,0.0,14.0,47.0,0.5,37.0,0.0,0.01,1.4,0.0
39,Fruit,2,145.0,147.0,1.5,0.30000000000000004,34.4,24.0,39.0,1.0,174.0,0.08,0.09,1.2,50.0
40,Grilled Chicken/Beef/Pork,1,15.12,46.0,2.6,4.0,0.0,2.0,33.0,0.2,2.0,0.08,0.02,1.1,0.0
41,Chicken,1,87.0,79.0,13.0,3.0,0.0,14.0,97.0,0.6,19.0,0.04,0.04,8.0,0.0
42,Duck,1,126.9,199.0,28.9,9.3,0.0,119.0,233.0,3.2,65.0,0.18,0.38,16.9,0.0
43,Baked Sweets,1,20.0,51.0,0.6,0.2,11.8,3.0,12.0,0.3,0.0,0.01,0.0,0.3,0.0
44,Beef,1,30.0,55.0,9.1,2.1,0.0,10.0,69.0,0.4,13.0,0.03,0.03,5.6,0.0
45,Vegetable,1,257.0,917.0,21.3,3.9,199.2,28.0,221.0,1.0,0.0,0.21,0.13,5.1,0.0
46,Boiled Chicken/Beef/Pork,1,30.0,64.0,4.2,5.2,0.0,17.0,47.0,0.5,14.0,0.05,0.05,1.8,0.0
47,Sauteed Beef,1,53.3,109.0,7.9,8.0,1.1,14.0,63.0,0.5,3.0,0.01,0.07,2.2,0.0
48,Deep-Fried Pork,1,30.0,124.0,7.0,10.6,0.1,5.0,89.0,0.4,4.0,0.21,0.05,2.9,1.0
49,Fried Chicken/Pork,1,10.0,90.0,0.0,9.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Fish,1,66.6,85.0,6.8,5.1,2.9,117.0,131.0,0.0,12.0,0.01,0.13,4.2,0.0
51,Cereals,1,40.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Grilled Pork,1,60.0,96.0,6.7,7.6,0.0,6.0,63.0,0.6,57.0,0.28,0.12,4.4,0.0
53,Canned Processed Food,1,22.9,90.0,3.3,8.5,0.0,3.0,26.0,0.2,1.0,0.13,0.03,1.6,0.0
54,Boiled Beef,1,30.0,44.0,7.6,1.5,0.0,10.0,52.0,0.8,64.0,0.03,0.05,2.6,0.0
55,Boiled Fruit,1,40.0,42.0,0.4,0.4,9.2,56.0,8.0,0.3,5.0,0.02,0.02,0.4,4.0
56,Fried Sweets,1,20.0,48.0,0.6,0.8,9.6,5.0,13.0,0.1,5.0,0.02,0.01,0.3,0.0
